uid,lp_mean,rp_mean,lc_mean,rc_mean,lp_sbr,rp_sbr,lc_sbr,rc_sbr,put_asym,cau_asym,lr_asym,total_sbr,lr_ratio,rl_ratio,pc_ratio,abs_put_asym,abs_cau_asym,lp_std,rp_std,lc_std,rc_std,put_asym_std,cau_asym_std,lp_voxels,rp_voxels,lc_voxels,rc_voxels
ujv6oh9s,0.26704147458076477,0.32524192333221436,0.2255876064300537,0.30759087204933167,0.8397759199142456,1.022801160812378,0.7094143033027649,0.9672932028770447,-0.09826436638832092,-0.15380050241947174,-0.12457425147294998,3.5392847061157227,0.7784494161605835,1.2846002578735352,1.110851764678955,0.058200448751449585,0.08200326561927795,0.04966532438993454,0.051152005791664124,0.047810327261686325,0.04287215694785118,0.0014866814017295837,0.004938170313835144,714.0,521.0,659.0,842.0
dbdw2pcn,0.19481457769870758,0.31994926929473877,0.1483599841594696,0.2643733322620392,0.6641448140144348,1.090743064880371,0.5057758688926697,0.9012784361839294,-0.24309098720550537,-0.281084805727005,-0.2599983513355255,3.16194224357605,0.5873022675514221,1.7026927471160889,1.2472038269042969,0.1251346915960312,0.11601334810256958,0.06326410174369812,0.06968246400356293,0.05043266713619232,0.048730529844760895,0.006418362259864807,0.001702137291431427,714.0,521.0,659.0,842.0
9t84azyt,0.2500743269920349,0.3505304157733917,0.2088506817817688,0.2964607775211334,0.8963878750801086,1.2564712762832642,0.7486222982406616,1.0626593828201294,-0.16725794970989227,-0.17337805032730103,-0.17005448043346405,3.9641408920288086,0.7093207836151123,1.4097940921783447,1.188580870628357,0.10045608878135681,0.08761009573936462,0.04584060236811638,0.10104521363973618,0.037524934858083725,0.06343312561511993,0.0552046112716198,0.02590819075703621,714.0,521.0,659.0,842.0
jxepq85j,0.27829068899154663,0.36937379837036133,0.2236841917037964,0.3096991181373596,0.8849256634712219,1.1745573282241821,0.7112845778465271,0.9848001003265381,-0.14063294231891632,-0.16126257181167603,-0.1499498039484024,3.755567789077759,0.7392050623893738,1.352799892425537,1.2142548561096191,0.0910831093788147,0.08601492643356323,0.08035549521446228,0.04244396090507507,0.06366933137178421,0.09107380360364914,0.03791153430938721,0.02740447223186493,714.0,521.0,659.0,842.0
sg65kxvf,0.3223485052585602,0.4880633056163788,0.2812903821468353,0.3924252688884735,0.8636379241943359,1.307621955871582,0.7536347508430481,1.051387906074524,-0.20448195934295654,-0.1649578958749771,-0.18654024600982666,3.9762825965881348,0.6855718493461609,1.4586321115493774,1.202897071838379,0.1657148003578186,0.11113488674163818,0.09784095734357834,0.0960501879453659,0.07840318977832794,0.07409515976905823,0.0017907693982124329,0.004308030009269714,714.0,521.0,659.0,842.0
1t2tala7,0.2686474919319153,0.36202922463417053,0.1903081089258194,0.2965857982635498,0.9627336859703064,1.2973793745040894,0.6819941401481628,1.062854290008545,-0.1480656862258911,-0.21827644109725952,-0.17865468561649323,4.0049614906311035,0.6968485116958618,1.43502676486969,1.2953037023544312,0.09338173270225525,0.10627768933773041,0.05989314615726471,0.06264612823724747,0.03973166272044182,0.05979648232460022,0.0027529820799827576,0.0200648196041584,714.0,521.0,659.0,842.0
53lc58dr,0.25469061732292175,0.42478352785110474,0.17446410655975342,0.25462573766708374,0.7424087524414062,1.238219976425171,0.5085529685020447,0.7422196269035339,-0.250329852104187,-0.18681737780570984,-0.22574639320373535,3.2314014434814453,0.6316576600074768,1.5831298828125,1.5835204124450684,0.17009291052818298,0.08016163110733032,0.06804666668176651,0.07977711409330368,0.05383337661623955,0.08363877981901169,0.01173044741153717,0.02980540320277214,714.0,521.0,659.0,842.0
c11ertj5,0.6612555384635925,0.6318008899688721,0.692443311214447,0.7426939010620117,1.2657305002212524,1.2093504667282104,1.3254281282424927,1.4216142892837524,0.0227790717035532,-0.03501446172595024,-0.007622601464390755,5.222123146057129,0.9848694205284119,1.0153615474700928,0.9009978771209717,0.02945464849472046,0.0502505898475647,0.05732787027955055,0.0964236855506897,0.066508449614048,0.1288011372089386,0.039095815271139145,0.062292687594890594,714.0,521.0,659.0,842.0
9mx2x18h,0.2123292088508606,0.285073459148407,0.2003157138824463,0.22595903277397156,0.7819116711616516,1.0497956275939941,0.737671434879303,0.8321040868759155,-0.14624790847301483,-0.06015664339065552,-0.10651709139347076,3.401482582092285,0.8074713945388794,1.2384284734725952,1.1668565273284912,0.07274425029754639,0.02564331889152527,0.0758163183927536,0.12489613145589828,0.08572766929864883,0.08600188046693802,0.049079813063144684,0.00027421116828918457,714.0,521.0,659.0,842.0
afeyuhz1,0.3070663809776306,0.5085169076919556,0.3287835419178009,0.35544583201408386,0.8157365918159485,1.350899577140808,0.8734292387962341,0.9442588686943054,-0.24700146913528442,-0.0389668308198452,-0.15209411084651947,3.9843244552612305,0.735968291759491,1.3587504625320435,1.191971778869629,0.20145052671432495,0.02666229009628296,0.13209274411201477,0.21045158803462982,0.1754855513572693,0.19319090247154236,0.07835884392261505,0.01770535111427307,714.0,521.0,659.0,842.0
gv0e38da,0.2906961441040039,0.31322789192199707,0.26177358627319336,0.34045612812042236,0.8393516540527344,0.9044094681739807,0.755841076374054,0.9830278754234314,-0.03730884939432144,-0.1306518167257309,-0.0839148461818695,3.4826300144195557,0.8451619744300842,1.1832011938095093,1.0028116703033447,0.022531747817993164,0.078682541847229,0.08889304101467133,0.12124338001012802,0.08495987951755524,0.11565451323986053,0.032350338995456696,0.030694633722305298,714.0,521.0,659.0,842.0
ly8ozcyw,0.3158966302871704,0.36984384059906006,0.320855975151062,0.3631831109523773,0.9115477204322815,1.0672171115875244,0.9258583188056946,1.047996997833252,-0.07866989821195602,-0.06187814846634865,-0.07028452306985855,3.952620029449463,0.8686606884002686,1.1511940956115723,1.002485752105713,0.05394721031188965,0.04232713580131531,0.10964411497116089,0.14761188626289368,0.13446255028247833,0.15384668111801147,0.03796777129173279,0.019384130835533142,714.0,521.0,659.0,842.0
d14ve92m,0.3410790264606476,0.3945549726486206,0.1693340241909027,0.262374609708786,0.9644883871078491,1.1157053709030151,0.4788353741168976,0.7419314980506897,-0.0726935863494873,-0.2155165821313858,-0.12551279366016388,3.3009605407714844,0.7769664525985718,1.2870523929595947,1.7040016651153564,0.05347594618797302,0.0930405855178833,0.111414834856987,0.17656348645687103,0.09103763103485107,0.1418534219264984,0.06514865159988403,0.05081579089164734,714.0,521.0,659.0,842.0
pnsm43d8,0.34632715582847595,0.45900920033454895,0.3021484613418579,0.3382801115512848,1.0818283557891846,1.4338152408599854,0.9438265562057495,1.0566916465759277,-0.13991905748844147,-0.056417837738990784,-0.10293067246675491,4.516161918640137,0.8133494257926941,1.2294803857803345,1.2574940919876099,0.112682044506073,0.03613165020942688,0.09957849979400635,0.10970786958932877,0.04650580883026123,0.0969369113445282,0.010129369795322418,0.05043110251426697,714.0,521.0,659.0,842.0
w3zp08j3,0.34015071392059326,0.40571174025535583,0.4738463759422302,0.4464639127254486,0.8547194004058838,1.0194590091705322,1.1906654834747314,1.1218596696853638,-0.08789949864149094,0.02975348010659218,-0.022913916036486626,4.186703681945801,0.9551975727081299,1.0469012260437012,0.8104459047317505,0.06556102633476257,0.027382463216781616,0.11810445785522461,0.14257265627384186,0.15489314496517181,0.15738078951835632,0.02446819841861725,0.0024876445531845093,714.0,521.0,659.0,842.0
trp0j43d,0.39771661162376404,0.5136512517929077,0.29432764649391174,0.4133739471435547,1.017795443534851,1.314483404159546,0.7532129883766174,1.0578640699386597,-0.1272093504667282,-0.16821515560150146,-0.14513324201107025,4.143355846405029,0.7465206980705261,1.3395441770553589,1.2877837419509888,0.11593464016914368,0.11904630064964294,0.14132392406463623,0.1589527428150177,0.11446543037891388,0.1385977864265442,0.01762881875038147,0.02413235604763031,714.0,521.0,659.0,842.0
5iqvnb4g,0.3454018831253052,0.38789334893226624,0.275628924369812,0.30696994066238403,0.9348097443580627,1.0498104095458984,0.7459734082221985,0.8307960033416748,-0.05794584006071091,-0.05379509553313255,-0.05610820651054382,3.561389446258545,0.8937439918518066,1.1188851594924927,1.258660078048706,0.04249146580696106,0.03134101629257202,0.10193491727113724,0.12887337803840637,0.10885162651538849,0.11993774771690369,0.026938460767269135,0.011086121201515198,714.0,521.0,659.0,842.0
h2m5zja8,0.3724750280380249,0.40486565232276917,0.34145841002464294,0.40992122888565063,1.0342763662338257,1.1242176294326782,0.9481505155563354,1.1382558345794678,-0.04166845232248306,-0.0911160260438919,-0.06597241759300232,4.244900703430176,0.8762199878692627,1.1412628889083862,1.0345497131347656,0.03239062428474426,0.06846281886100769,0.12857893109321594,0.11359645426273346,0.0814725011587143,0.1305685192346573,0.014982476830482483,0.04909601807594299,714.0,521.0,659.0,842.0
dzr1yxr2,0.3111923933029175,0.4328896701335907,0.1745547652244568,0.2837196886539459,1.011942982673645,1.4076811075210571,0.5676214098930359,0.9226065278053284,-0.16355334222316742,-0.2382080852985382,-0.19200794398784637,3.9098520278930664,0.677839994430542,1.4752693176269531,1.6236568689346313,0.12169727683067322,0.10916492342948914,0.15835097432136536,0.13249808549880981,0.1029186099767685,0.10277426987886429,0.025852888822555542,0.00014434009790420532,714.0,521.0,659.0,842.0
dhylurtp,0.2696685492992401,0.3413030803203583,0.1522625833749771,0.22675999999046326,0.9935218691825867,1.257440209388733,0.5609709024429321,0.8354367613792419,-0.11724670976400375,-0.1965508610010147,-0.14760872721672058,3.647369861602783,0.742752730846405,1.3463374376296997,1.6119619607925415,0.07163453102111816,0.07449741661548615,0.07960865646600723,0.081602081656456,0.058308910578489304,0.08921929448843002,0.001993425190448761,0.03091038390994072,714.0,521.0,659.0,842.0
0lzjjege,0.2022927701473236,0.2662489414215088,0.18172302842140198,0.3062606453895569,0.6950631141662598,0.9148118495941162,0.6243870258331299,1.0522891283035278,-0.13650019466876984,-0.2552080452442169,-0.1970607340335846,3.286550998687744,0.670757532119751,1.4908450841903687,0.9601565599441528,0.06395617127418518,0.12453761696815491,0.06355522572994232,0.07716025412082672,0.10128180682659149,0.08966755867004395,0.0136050283908844,0.011614248156547546,714.0,521.0,659.0,842.0
t1ghr09s,0.22640728950500488,0.2210194170475006,0.18951912224292755,0.24491053819656372,0.967250645160675,0.9442327618598938,0.8096581101417542,1.046299695968628,0.012041883543133736,-0.12750346958637238,-0.056702546775341034,3.7674412727355957,0.8926781415939331,1.120219349861145,1.0299150943756104,0.0053878724575042725,0.05539141595363617,0.0777193084359169,0.1301860362291336,0.09462232887744904,0.11078197509050369,0.052466727793216705,0.016159646213054657,714.0,521.0,659.0,842.0
kdgigatj,0.46579474210739136,0.4952276647090912,0.44866201281547546,0.4542675018310547,1.0629403591156006,1.1301060914993286,1.02384352684021,1.0366352796554565,-0.03062664531171322,-0.006208106409758329,-0.018797937780618668,4.253525257110596,0.9630967378616333,1.0383150577545166,1.0643370151519775,0.02943292260169983,0.005605489015579224,0.11904323846101761,0.1225103810429573,0.07544057071208954,0.09152250736951828,0.0034671425819396973,0.01608193665742874,714.0,521.0,659.0,842.0
9tze5r5u,0.4159938395023346,0.42654749751091003,0.4148041009902954,0.4096810221672058,1.0411421060562134,1.0675556659698486,1.038164496421814,1.0253424644470215,-0.012525967322289944,0.006213662680238485,-0.00325764250010252,4.172204971313477,0.9935046434402466,1.0065354108810425,1.0218987464904785,0.01055365800857544,0.0051230788230896,0.11905517429113388,0.1650225669145584,0.12059757858514786,0.13389304280281067,0.04596739262342453,0.013295464217662811,714.0,521.0,659.0,842.0
qpgb7r3o,0.16348718106746674,0.19656133651733398,0.19042128324508667,0.1536584198474884,0.8914961814880371,1.0718495845794678,1.0383678674697876,0.8378998637199402,-0.09186001121997833,0.10684371739625931,0.005238701123744249,3.839613676071167,1.010529637336731,0.9895743727684021,1.0464072227478027,0.03307415544986725,0.03676286339759827,0.03302718326449394,0.11041618138551712,0.04197446256875992,0.06044403091073036,0.07738900184631348,0.018469568341970444,714.0,521.0,659.0,842.0
cwbfuk9e,0.2873535454273224,0.24906198680400848,0.23458339273929596,0.2632332146167755,1.1447694301605225,0.9922220706939697,0.9345417618751526,1.048677921295166,0.0713840052485466,-0.057550836354494095,0.009322624653577805,4.120211124420166,1.018818736076355,0.9815250635147095,1.0775341987609863,0.038291558623313904,0.028649821877479553,0.10624846071004868,0.11025217175483704,0.09937212616205215,0.10768681764602661,0.004003711044788361,0.008314691483974457,714.0,521.0,659.0,842.0
1v2isqp4,0.39328238368034363,0.328624963760376,0.35106462240219116,0.3511554002761841,1.0735591650009155,0.8970611691474915,0.9583156704902649,0.9585634469985962,0.08956457674503326,-0.00012927250645589083,0.04533763602375984,3.8874993324279785,1.094980001449585,0.9132561087608337,1.0280344486236572,0.06465741991996765,9.077787399291992e-05,0.10210039466619492,0.10545262694358826,0.10630037635564804,0.09735280275344849,0.003352232277393341,0.008947573602199554,714.0,521.0,659.0,842.0
9kwv08hh,0.41993534564971924,0.4261021614074707,0.29215899109840393,0.33379438519477844,0.9774897694587708,0.9918443560600281,0.6800628304481506,0.7769781947135925,-0.007289048284292221,-0.06651505827903748,-0.03247451037168503,3.426375150680542,0.9370925426483154,1.0671274662017822,1.3515961170196533,0.006166815757751465,0.04163539409637451,0.1662997454404831,0.13314123451709747,0.1435760110616684,0.19389104843139648,0.03315851092338562,0.05031503736972809,714.0,521.0,659.0,842.0
xfgcaqvk,0.1820998191833496,0.2558622360229492,0.1354493349790573,0.2502214014530182,0.7394033670425415,1.0389103889465332,0.5499823689460754,1.0160062313079834,-0.16842155158519745,-0.297590047121048,-0.22890566289424896,3.3443024158477783,0.6274625658988953,1.5937122106552124,1.135582447052002,0.07376241683959961,0.11477206647396088,0.10372132062911987,0.10608773678541183,0.08092339336872101,0.12007363885641098,0.0023664161562919617,0.03915024548768997,714.0,521.0,659.0,842.0
izzqy72w,0.43024468421936035,0.42107093334198,0.4572051465511322,0.5091937184333801,0.9786781072616577,0.9578105807304382,1.040005087852478,1.1582635641098022,0.010775956325232983,-0.053796131163835526,-0.023554177954792976,4.1347575187683105,0.9539746642112732,1.048243522644043,0.8809144496917725,0.009173750877380371,0.051988571882247925,0.12306816875934601,0.09396782517433167,0.1332045942544937,0.16407962143421173,0.029100343585014343,0.030875027179718018,714.0,521.0,659.0,842.0
x7ptx63c,0.2511149048805237,0.3148627281188965,0.21965180337429047,0.26652705669403076,0.961030900478363,1.2049974203109741,0.8406198024749756,1.0200140476226807,-0.11263291537761688,-0.0964154526591301,-0.10513927042484283,4.0266618728637695,0.8097251057624817,1.2349822521209717,1.1641321182250977,0.0637478232383728,0.046875253319740295,0.07969462871551514,0.09912388026714325,0.08851731568574905,0.12665876746177673,0.019429251551628113,0.03814145177602768,714.0,521.0,659.0,842.0
fl0ukeyz,0.37200620770454407,0.6946961879730225,0.4001444876194,0.43318668007850647,1.0208030939102173,1.9062800407409668,1.0980159044265747,1.1886852979660034,-0.30251145362854004,-0.03965068608522415,-0.18722404539585114,5.213784217834473,0.6846013069152832,1.4607011079788208,1.2800445556640625,0.3226899802684784,0.033042192459106445,0.11499784141778946,0.32098689675331116,0.1309773325920105,0.16271623969078064,0.2059890627861023,0.03173890709877014,714.0,521.0,659.0,842.0
7srcbplj,0.4599386155605316,0.45895346999168396,0.5083714127540588,0.4504111111164093,1.1117424964904785,1.1093612909317017,1.2288119792938232,1.0887130498886108,0.0010721002472564578,0.06045191362500191,0.03139276057481766,4.538628578186035,1.0648192167282104,0.9391244649887085,0.9583936333656311,0.0009851455688476562,0.057960301637649536,0.09117888659238815,0.10523289442062378,0.07648830115795135,0.08867025375366211,0.014054007828235626,0.012181952595710754,714.0,521.0,659.0,842.0
d84u89yj,0.5372076034545898,0.558806836605072,0.5094577670097351,0.5130221843719482,1.1011598110198975,1.1454335451126099,1.044278621673584,1.0515848398208618,-0.019707052037119865,-0.0034860477317124605,-0.011878076009452343,4.342456817626953,0.9765218496322632,1.0240408182144165,1.0719168186187744,0.021599233150482178,0.0035644173622131348,0.15059806406497955,0.1680600494146347,0.12174779921770096,0.12583312392234802,0.01746198534965515,0.004085324704647064,714.0,521.0,659.0,842.0
b1qx6gvw,0.306768536567688,0.3200354278087616,0.2783849239349365,0.2852616310119629,0.9881699085235596,1.0309056043624878,0.8967399597167969,0.9188913702964783,-0.021165898069739342,-0.012200366705656052,-0.016920998692512512,3.8347067832946777,0.9667194485664368,1.034422755241394,1.1120494604110718,0.013266891241073608,0.006876707077026367,0.08556102216243744,0.08958157896995544,0.07358953356742859,0.06621730327606201,0.004020556807518005,0.007372230291366577,714.0,521.0,659.0,842.0
rdmly4ly,0.24603340029716492,0.3889676332473755,0.2654639780521393,0.3240104913711548,0.8518182635307312,1.3466860055923462,0.9190909266471863,1.1217910051345825,-0.2250925451517105,-0.09931968152523041,-0.16454440355300903,4.239386081695557,0.7174085974693298,1.393900990486145,1.07723069190979,0.14293423295021057,0.0585465133190155,0.10036171972751617,0.1354924589395523,0.08960042148828506,0.12784405052661896,0.03513073921203613,0.03824362903833389,714.0,521.0,659.0,842.0
k83tqll8,0.2577015161514282,0.37686222791671753,0.2482823133468628,0.25815117359161377,1.0036758184432983,1.4677735567092896,0.96699059009552,1.0054270029067993,-0.1877833753824234,-0.019486943259835243,-0.1130848228931427,4.443866729736328,0.796806812286377,1.2550047636032104,1.253002643585205,0.1191607117652893,0.009868860244750977,0.10587194561958313,0.11192573606967926,0.09071794152259827,0.12541525065898895,0.00605379045009613,0.034697309136390686,714.0,521.0,659.0,842.0
os9xtogn,0.7444688677787781,0.6160106062889099,0.6522664427757263,0.6097459197044373,1.3625071048736572,1.1274062395095825,1.193760633468628,1.115940809249878,0.09442125260829926,0.0336926095187664,0.06519704312086105,4.799614906311035,1.1394875049591064,0.8775862455368042,1.078023076057434,0.12845826148986816,0.04252052307128906,0.15675444900989532,0.12370412051677704,0.13600748777389526,0.11702191084623337,0.033050328493118286,0.018985576927661896,714.0,521.0,659.0,842.0
1w1ht7pz,0.39188212156295776,0.39613044261932373,0.3386780321598053,0.48268407583236694,0.9153406620025635,0.9252637028694153,0.7910689115524292,1.1274317502975464,-0.0053911772556602955,-0.1753256618976593,-0.09211915731430054,3.7591052055358887,0.8313009738922119,1.2029306888580322,0.9593960642814636,0.004248321056365967,0.14400604367256165,0.17424993216991425,0.1555502861738205,0.13863959908485413,0.17523476481437683,0.01869964599609375,0.036595165729522705,714.0,521.0,659.0,842.0
e9vifttd,0.35076409578323364,0.42274272441864014,0.4112289845943451,0.37021541595458984,0.9212545156478882,1.1103007793426514,1.0800608396530151,0.9723418951034546,-0.09305481612682343,0.052484236657619476,-0.01991385407745838,4.083958148956299,0.9609487056732178,1.040635585784912,0.989841103553772,0.0719786286354065,0.04101356863975525,0.08125276118516922,0.11320550739765167,0.09753266721963882,0.085218645632267,0.03195274621248245,0.012314021587371826,714.0,521.0,659.0,842.0
96qe3rzs,0.3098578453063965,0.3108518719673157,0.28300440311431885,0.33931243419647217,0.9903587698936462,0.9935358166694641,0.9045305252075195,1.0845006704330444,-0.0016014330321922898,-0.09048114717006683,-0.04609878733754158,3.9729256629943848,0.9118638634681702,1.096651315689087,0.9974159002304077,0.0009940266609191895,0.05630803108215332,0.090960793197155,0.10407520830631256,0.11311835050582886,0.08958596736192703,0.013114415109157562,0.023532383143901825,714.0,521.0,659.0,842.0
j49itn7s,0.2576983571052551,0.37846335768699646,0.23392584919929504,0.35802802443504333,0.8628782629966736,1.267248272895813,0.7832782864570618,1.1988224983215332,-0.18983350694179535,-0.2096480280160904,-0.19938431680202484,4.112227439880371,0.6675211191177368,1.4980748891830444,1.0746793746948242,0.12076500058174133,0.12410217523574829,0.13522221148014069,0.1185600534081459,0.09305072575807571,0.12345412373542786,0.01666215807199478,0.030403397977352142,714.0,521.0,659.0,842.0
55j2o7s3,0.30636072158813477,0.3445666432380676,0.30272069573402405,0.3408341109752655,0.9607014656066895,1.0805095434188843,0.9492868781089783,1.0688048601150513,-0.0586945079267025,-0.05922316759824753,-0.05895738676190376,4.059302806854248,0.8886487483978271,1.1253005266189575,1.0114543437957764,0.03820592164993286,0.038113415241241455,0.07079937309026718,0.09574422240257263,0.062090009450912476,0.0829245075583458,0.02494484931230545,0.02083449810743332,714.0,521.0,659.0,842.0
kkv9rftm,0.28527888655662537,0.3485841453075409,0.29802799224853516,0.2931816577911377,1.0181207656860352,1.2440483570098877,1.0636204481124878,1.046324610710144,-0.09987198561429977,0.008197305724024773,-0.047718700021505356,4.372114181518555,0.9089078307151794,1.1002179384231567,1.0721441507339478,0.06330525875091553,0.004846334457397461,0.11243705451488495,0.13940836489200592,0.15082338452339172,0.1025928407907486,0.02697131037712097,0.04823054373264313,714.0,521.0,659.0,842.0
ttqlgzui,0.2330264151096344,0.3260383903980255,0.2311956137418747,0.24367865920066833,0.7850249409675598,1.0983659029006958,0.7788572907447815,0.8209104537963867,-0.16637034714221954,-0.026286998763680458,-0.10203205794095993,3.483158588409424,0.8148276209831238,1.2272485494613647,1.1772876977920532,0.09301197528839111,0.01248304545879364,0.07995166629552841,0.09137589484453201,0.09625338762998581,0.09848964214324951,0.011424228549003601,0.0022362545132637024,714.0,521.0,659.0,842.0
1b0z3nx3,0.45846831798553467,0.4902348518371582,0.4955234229564667,0.6313033103942871,0.9763578772544861,1.0440081357955933,1.0552706718444824,1.3444286584854126,-0.03348413109779358,-0.12049746513366699,-0.08072458952665329,4.420065402984619,0.8506094217300415,1.1756254434585571,0.8419238924980164,0.031766533851623535,0.13577988743782043,0.1412225365638733,0.16956475377082825,0.15546439588069916,0.18401382863521576,0.028342217206954956,0.0285494327545166,714.0,521.0,659.0,842.0
9rbsv55p,0.4056618809700012,0.4969273805618286,0.28996551036834717,0.3029567003250122,1.152336597442627,1.411588430404663,0.8236856460571289,0.8605888485908508,-0.10111509263515472,-0.02191040851175785,-0.06971301883459091,4.248199462890625,0.8696591258049011,1.1498726606369019,1.5222700834274292,0.09126549959182739,0.012991189956665039,0.1560332030057907,0.13126122951507568,0.1279410421848297,0.12378659844398499,0.024771973490715027,0.0041544437408447266,714.0,521.0,659.0,842.0
sq0oxfq8,0.2627972662448883,0.29130592942237854,0.18032635748386383,0.28626590967178345,0.959629237651825,1.06373131275177,0.658478856086731,1.0453271865844727,-0.05145000293850899,-0.22704903781414032,-0.13172206282615662,3.7271666526794434,0.7672168612480164,1.3034071922302246,1.1875507831573486,0.028508663177490234,0.10593955218791962,0.08511313050985336,0.09449946880340576,0.07071904093027115,0.10445918142795563,0.009386338293552399,0.03374014049768448,714.0,521.0,659.0,842.0
